sqft_living,bathrooms,bedrooms,floors,price
1980,2.0,3.0,1.0,479900.0
880,1.5,2.0,2.0,210000.0
1490,1.75,3.0,1.0,745000.0
2520,2.0,3.0,1.5,840500.0
1820,1.75,3.0,1.0,420000.0
4140,4.5,7.0,1.0,565000.0
3420,2.5,4.0,2.0,840000.0
3150,2.5,4.0,2.0,681716.0
1580,1.75,3.0,1.0,600000.0
1660,2.0,3.0,1.0,380000.0
1100,1.0,3.0,1.0,168500.0
1270,1.0,2.0,1.0,355000.0
1450,1.0,4.0,1.0,277000.0
1830,2.25,4.0,1.0,236000.0
1300,1.75,3.0,1.0,270000.0
2320,1.75,2.0,1.5,700000.0
1680,2.75,4.0,1.0,425000.0
2300,2.5,3.0,1.5,635000.0
1400,1.75,3.0,1.0,510250.0
2410,2.25,4.0,2.0,960000.0
1480,2.0,3.0,1.0,254000.0
1390,1.0,3.0,1.5,299000.0
830,1.0,2.0,1.0,175000.0
740,1.0,2.0,1.0,157500.0
1940,2.0,5.0,1.0,580000.0
1340,1.0,3.0,1.0,124740.0
800,1.0,2.0,1.0,285000.0
1310,1.75,3.0,1.0,242000.0
2330,1.75,4.0,2.0,840000.0
1400,3.25,2.0,3.0,474800.0
2360,2.5,4.0,2.0,490000.0
1840,2.25,3.0,2.0,465000.0
2680,2.5,4.0,2.0,515000.0
3890,3.75,3.0,1.0,430000.0
1400,2.0,3.0,1.0,253400.0
2400,2.5,3.0,1.0,355000.0
2920,2.25,4.0,2.0,740000.0
1390,2.0,2.0,2.0,186950.0
1680,2.5,3.0,2.0,306000.0
2040,1.5,4.0,1.0,510000.0
1080,1.0,2.0,1.0,345000.0
2280,2.75,3.0,1.0,875000.0
4490,3.5,4.0,2.0,700000.0
2798,2.5,4.0,2.0,499950.0
2810,2.5,3.0,2.0,739000.0
3753,2.5,4.0,2.0,363000.0
3910,3.5,4.0,2.0,782000.0
1050,2.5,2.0,2.0,325000.0
1600,1.0,4.0,1.5,485000.0
2590,2.25,4.0,1.0,452000.0
1720,2.25,4.0,1.0,264950.0
4410,2.5,6.0,1.0,472000.0
1590,1.75,3.0,1.0,267500.0
2440,2.5,4.0,2.0,565000.0
1360,2.5,3.0,3.0,535000.0
910,1.0,2.0,1.0,389000.0
1390,1.5,4.0,1.0,400000.0
1470,1.5,3.0,1.0,264000.0
2920,2.5,4.0,2.0,690000.0
1950,1.75,3.0,1.0,412000.0
2390,2.5,3.0,2.0,695000.0
1270,1.5,3.0,1.0,246500.0
950,1.0,2.0,1.0,230000.0
900,1.0,2.0,1.0,302000.0
2280,2.25,4.0,1.5,820000.0
1010,1.0,3.0,1.0,145000.0
1260,1.0,2.0,1.0,436500.0
2620,2.5,3.0,2.0,672000.0
2330,2.25,3.0,1.5,680000.0
2170,3.0,5.0,1.5,750500.0
2450,2.0,5.0,1.0,550000.0
1880,1.75,4.0,1.0,266500.0
2300,2.0,4.0,1.5,619000.0
1240,2.0,3.0,1.0,405000.0
820,1.0,2.0,1.0,300000.0
1530,2.0,4.0,2.0,231000.0
2900,3.25,5.0,1.0,790000.0
1240,2.75,4.0,1.0,400000.0
4140,3.5,4.0,2.0,950000.0
2240,2.0,4.0,1.0,450000.0
1480,2.0,3.0,1.0,595000.0
2270,2.25,3.0,1.0,332000.0
1250,1.0,3.0,1.0,155000.0
1930,2.0,5.0,1.0,400000.0
1700,1.75,4.0,1.0,349000.0
1590,1.0,3.0,1.0,529000.0
1880,1.75,5.0,1.0,405000.0
1640,1.75,4.0,1.0,635200.0
2600,1.5,3.0,1.0,540000.0
710,1.0,2.0,2.0,402000.0
1460,1.5,3.0,1.0,329932.0
2080,2.5,3.0,2.0,300000.0
2630,2.5,5.0,2.0,525000.0
2760,2.5,4.0,2.0,602500.0
1670,2.0,4.0,1.0,400000.0
1990,1.75,4.0,1.5,445000.0
2600,3.0,3.0,1.5,525000.0
1320,1.0,2.0,1.5,395000.0
2240,1.5,3.0,2.0,510000.0
1960,2.25,4.0,1.0,723000.0
2590,2.0,3.0,2.0,503000.0
2620,2.75,4.0,2.0,672500.0
2770,2.5,3.0,2.0,860000.0
2110,1.0,3.0,1.0,475300.0
2290,2.5,4.0,2.0,295000.0
1110,1.0,2.0,1.0,250000.0
3310,2.75,4.0,2.0,658000.0
900,1.0,2.0,1.0,83000.0
1940,1.75,3.0,1.0,685000.0
1590,1.75,3.0,2.0,210000.0
2930,2.5,3.0,2.0,650880.0
2040,2.5,4.0,2.0,350000.0
1000,2.25,2.0,3.0,305000.0
1730,3.25,3.0,2.0,645000.0
1220,1.0,3.0,1.0,385000.0
3060,2.25,3.0,2.0,860000.0
2910,2.5,4.0,2.0,395000.0
1050,1.75,3.0,1.0,260000.0
1560,2.0,3.0,1.0,196440.0
1680,1.75,3.0,1.0,425000.0
1550,2.0,3.0,1.0,369000.0
2200,2.5,3.0,2.0,349900.0
1740,2.5,2.0,2.0,650000.0
1210,1.0,3.0,1.0,299950.0
4240,3.25,4.0,2.0,625000.0
1590,2.25,3.0,1.0,190000.0
3420,1.75,4.0,1.0,715000.0
3190,2.5,4.0,1.0,659000.0
1920,1.75,3.0,1.0,490000.0
1340,1.75,2.0,1.0,415000.0
1700,1.75,3.0,1.0,750000.0
2310,2.5,4.0,1.5,700000.0
1510,1.75,3.0,1.0,425000.0
2670,2.5,3.0,1.0,642000.0
2060,2.25,4.0,1.0,655000.0
3090,2.5,5.0,1.0,458000.0
1240,2.5,2.0,2.0,330000.0
1860,2.5,3.0,2.0,384950.0
2000,1.5,3.0,1.0,560000.0
2500,1.75,4.0,1.0,950000.0
1820,2.25,4.0,1.0,465000.0
1820,2.25,3.0,1.0,425000.0
1060,2.0,3.0,1.0,315000.0
1950,2.5,3.0,2.0,530000.0
940,1.0,2.0,1.0,399000.0
1220,1.5,2.0,1.5,168000.0
1200,1.0,3.0,1.0,374000.0
3990,3.75,5.0,2.0,740000.0
1880,1.0,2.0,1.0,280000.0
2280,2.5,4.0,2.0,322000.0
2580,1.75,3.0,1.0,459900.0
2600,2.75,4.0,1.0,750000.0
2220,2.75,5.0,1.0,427000.0
1730,2.25,2.0,2.0,800000.0
2840,3.0,4.0,1.5,735000.0
2560,2.5,4.0,2.0,642000.0
1330,2.0,3.0,1.0,240000.0
1890,1.0,2.0,1.5,645500.0
4290,4.5,7.0,1.5,840000.0
1540,2.0,2.0,2.0,475000.0
2340,2.0,4.0,1.0,568000.0
2180,1.75,3.0,1.0,325000.0
2780,2.5,3.0,2.0,825500.0
2620,2.75,4.0,2.0,499431.0
3760,3.5,4.0,2.0,919204.0
2720,2.5,4.0,2.0,545000.0
2675,2.25,3.0,2.0,660000.0
2080,2.75,5.0,2.0,538888.0
2460,2.5,3.0,2.0,693000.0
1960,2.5,3.0,2.0,289950.0
2550,2.5,4.0,2.0,587000.0
1760,2.25,3.0,3.0,615000.0
1620,1.75,3.0,1.0,459000.0
1790,1.75,3.0,1.0,243000.0
2780,1.75,4.0,2.0,660000.0
750,1.0,1.0,1.0,250000.0
960,1.0,3.0,1.0,315000.0
2030,1.5,3.0,1.0,404000.0
2930,2.75,3.0,1.0,559900.0
1380,2.5,2.0,2.0,285000.0
1720,2.0,3.0,1.0,500000.0
1210,1.0,2.0,1.0,380000.0
950,1.0,3.0,1.5,469000.0
1710,1.75,2.0,2.0,405000.0
1410,2.0,2.0,1.5,439900.0
2910,2.5,4.0,2.0,525000.0
2220,2.5,4.0,2.0,580000.0
1380,2.0,3.0,1.0,275000.0
1760,2.0,3.0,1.0,629000.0
730,1.0,1.0,1.0,395000.0
2460,2.5,4.0,2.0,965000.0
2160,1.75,3.0,1.0,820000.0
1990,2.25,4.0,1.5,661000.0
3740,3.0,3.0,2.0,789000.0
2710,2.5,4.0,2.0,668500.0
2680,2.5,3.0,2.0,350000.0
1850,2.0,4.0,1.0,250000.0
3190,2.5,4.0,2.0,725995.0
2730,2.5,3.0,2.0,1000000.0
1840,1.5,3.0,2.0,686000.0
2720,2.5,4.0,2.0,665000.0
2290,2.5,3.0,2.0,653000.0
990,1.0,2.0,1.0,430000.0
1140,1.5,2.0,2.0,305000.0
1840,1.5,4.0,2.0,809000.0
1110,1.0,2.0,1.0,440150.0
2150,2.5,4.0,2.0,615000.0
2230,2.5,3.0,2.0,1035000.0
1170,1.0,2.0,1.0,455000.0
1960,2.5,3.0,1.0,635000.0
2610,2.25,3.0,2.0,675000.0
2130,2.25,3.0,1.0,316000.0
3020,2.25,3.0,2.0,955000.0
1670,1.75,3.0,2.0,985000.0
1890,1.75,3.0,1.0,465500.0
950,1.0,3.0,1.0,305000.0
2430,2.5,4.0,1.0,645000.0
2360,2.0,4.0,1.0,730000.0
1510,1.75,3.0,1.0,366000.0
2080,2.5,3.0,2.0,290000.0
1750,2.0,3.0,1.0,472500.0
1810,2.0,3.0,1.5,550000.0
1790,1.75,4.0,1.0,410000.0
2340,2.75,4.0,1.0,440000.0
1690,2.5,3.0,2.0,535000.0
2070,2.5,4.0,2.0,300000.0
2240,2.5,3.0,2.0,432500.0
4500,3.0,4.0,2.0,870000.0
2770,1.75,3.0,1.0,492000.0
1010,1.0,3.0,1.0,199950.0
1120,1.5,3.0,1.0,439800.0
3020,2.5,5.0,1.0,320000.0
4400,3.25,4.0,2.0,687000.0
1990,1.75,3.0,1.0,345000.0
1450,1.0,3.0,1.0,274950.0
1920,2.5,4.0,2.0,270000.0
1175,2.5,2.0,2.0,342000.0
1320,1.5,3.0,1.0,327000.0
3990,2.5,5.0,1.0,610000.0
1140,1.0,2.0,1.0,455000.0
1720,1.75,4.0,1.5,540000.0
2150,2.75,4.0,1.0,411000.0
1790,1.5,3.0,1.5,544000.0
2210,2.5,2.0,1.0,802000.0
2180,2.75,3.0,1.0,568500.0
1410,2.25,3.0,2.0,391000.0
1950,2.5,3.0,2.0,298000.0
1495,2.5,3.0,3.0,400000.0
1660,2.25,3.0,1.0,425000.0
1950,2.5,3.0,2.0,328500.0
2550,2.75,5.0,1.5,650000.0
1370,1.75,3.0,1.0,850000.0
2200,2.5,4.0,2.0,930000.0
1250,1.75,3.0,1.5,530000.0
2220,2.25,4.0,1.0,495000.0
1620,1.75,3.0,1.0,500000.0
2250,1.75,3.0,1.0,325000.0
1720,2.5,3.0,2.0,365000.0
3030,2.5,4.0,2.0,471000.0
1030,1.0,3.0,1.0,223000.0
2190,2.5,3.0,2.0,503000.0
1440,2.0,3.0,1.0,230000.0
2170,2.5,4.0,1.0,550000.0
2930,3.75,4.0,1.5,1100000.0
1180,1.5,3.0,1.0,193000.0
2360,4.25,4.0,2.0,590000.0
1660,1.5,3.0,1.0,712500.0
2390,2.75,3.0,1.0,689800.0
1360,2.0,3.0,1.5,430000.0
1840,2.25,3.0,1.5,785200.0
1800,2.25,3.0,1.0,474900.0
4130,3.75,4.0,2.0,1070000.0
2220,1.75,3.0,1.0,435000.0
3490,3.5,5.0,2.0,941500.0
1830,2.5,4.0,2.0,312000.0
1550,2.75,4.0,1.5,835000.0
2050,2.0,3.0,1.0,713250.0
1230,1.0,2.0,1.0,440000.0
3150,2.5,4.0,2.0,580135.0
3800,2.25,3.0,1.0,575000.0
1350,2.5,3.0,2.0,613000.0
1530,2.0,3.0,1.0,235000.0
2290,2.5,3.0,3.0,660000.0
1480,1.5,2.0,1.0,280000.0
1970,1.75,3.0,1.0,268000.0
720,1.0,2.0,1.0,235000.0
1080,2.0,3.0,1.0,390000.0
2790,2.5,4.0,2.0,654950.0
2040,2.75,5.0,1.0,449500.0
1320,1.0,3.0,1.0,150000.0
1680,2.25,3.0,2.0,440000.0
2140,2.0,3.0,1.0,710000.0
1660,1.75,3.0,1.0,420000.0
1540,2.25,3.0,1.0,312000.0
1880,2.0,3.0,1.0,320000.0
1250,1.0,3.0,1.0,235000.0
2120,2.0,5.0,1.5,437000.0
1810,1.75,3.0,1.5,545000.0
2370,2.5,3.0,2.0,640000.0
1970,2.5,3.0,2.0,432000.0
2110,2.5,3.0,2.0,548000.0
2080,3.0,3.0,1.5,830000.0
3720,2.25,4.0,1.0,875000.0
1370,1.75,2.0,1.0,409950.0
2961,2.5,4.0,2.0,695000.0
2090,2.25,3.0,2.0,562100.0
2600,2.5,3.0,2.0,475000.0
1870,2.25,3.0,1.0,425000.0
2620,2.5,4.0,2.0,600000.0
2430,2.5,3.0,2.0,770000.0
1340,1.75,3.0,1.0,239000.0
1170,1.0,2.0,1.0,295000.0
2000,1.75,3.0,1.0,560000.0
2070,2.5,5.0,1.0,613000.0
4590,3.0,4.0,2.0,960000.0
2550,1.0,5.0,2.5,847000.0
1060,1.0,3.0,1.0,206000.0
1220,1.75,2.0,1.0,253000.0
1790,2.25,4.0,1.0,430000.0
2060,2.0,3.0,1.0,605000.0
1140,2.5,2.0,3.0,425000.0
2870,2.5,4.0,2.0,720000.0
2550,1.5,6.0,1.0,375900.0
1110,1.0,3.0,1.0,210000.0
940,1.0,2.0,1.0,234000.0
2880,1.75,3.0,1.0,285000.0
1200,1.5,3.0,1.0,400000.0
1030,1.0,3.0,1.0,718000.0
1240,2.5,2.0,2.0,174500.0
1200,2.0,3.0,1.0,222400.0
2780,3.25,3.0,2.0,402500.0
1765,2.25,3.0,2.0,250000.0
1960,2.5,4.0,1.0,600000.0
2680,2.5,2.0,1.0,930000.0
1410,2.0,3.0,1.0,272500.0
2240,2.5,4.0,2.0,363990.0
3120,2.75,4.0,2.0,575000.0
1450,2.25,3.0,2.0,400000.0
2340,3.0,3.0,2.0,427874.0
2481,2.75,5.0,2.0,309000.0
1530,3.25,3.0,2.0,320000.0
1250,2.25,3.0,1.0,390000.0
560,0.75,1.0,1.0,299000.0
2200,1.75,4.0,1.0,375000.0
1460,1.75,3.0,1.0,240500.0
1650,1.5,3.0,1.0,320000.0
2560,2.25,3.0,2.0,658588.0
2080,2.25,3.0,1.5,270000.0
1070,1.0,3.0,1.0,327500.0
2190,1.75,3.0,2.0,340000.0
2060,1.5,3.0,1.5,200000.0
2640,1.75,3.0,1.0,1025000.0
1720,2.5,3.0,1.0,275000.0
3880,3.5,5.0,2.0,1126000.0
960,1.0,2.0,1.0,280000.0
2340,2.5,3.0,1.0,485000.0
2090,1.75,3.0,2.0,865000.0
1820,2.5,3.0,2.0,532000.0
2310,2.5,4.0,2.0,364950.0
920,1.0,3.0,1.0,212500.0
790,1.0,1.0,1.0,135000.0
1500,1.75,2.0,1.0,437000.0
1240,1.0,3.0,1.0,390000.0
2730,2.5,4.0,2.0,760000.0
1170,1.0,3.0,1.0,119500.0
2700,2.5,4.0,2.0,837500.0
1650,1.75,4.0,1.0,327500.0
670,1.0,2.0,1.0,175000.0
1670,2.0,3.0,1.0,289950.0
1530,1.75,3.0,1.0,400000.0
1500,2.25,3.0,1.0,219950.0
1720,1.75,4.0,1.0,161700.0
2920,3.0,5.0,2.0,500000.0
910,1.0,3.0,1.0,465000.0
1050,1.0,3.0,1.0,540000.0
1540,2.0,3.0,1.0,525000.0
1210,1.0,3.0,1.0,324950.0
2650,2.5,5.0,1.0,565000.0
1990,2.0,3.0,1.0,760500.0
2660,2.75,5.0,1.0,1100000.0
4060,2.5,4.0,1.0,603500.0
2300,2.5,5.0,1.0,453500.0
2630,2.75,6.0,1.0,583000.0
770,1.0,2.0,1.0,275000.0
3790,2.75,4.0,2.0,875000.0
2540,2.75,4.0,1.0,335000.0
2500,2.25,4.0,1.0,646000.0
2150,2.5,4.0,2.0,392500.0
1670,1.75,3.0,1.0,785000.0
1800,2.0,3.0,1.0,470000.0
2070,2.5,3.0,2.0,560000.0
830,1.0,2.0,1.0,519000.0
2370,2.25,3.0,1.0,746000.0
1010,1.0,3.0,1.0,317000.0
1420,1.5,3.0,1.0,371000.0
2120,2.0,4.0,1.5,250000.0
2020,1.75,4.0,1.0,532000.0
1520,2.5,3.0,2.0,499950.0
820,1.0,2.0,1.0,375000.0
1690,2.5,3.0,2.5,640000.0
2260,2.0,3.0,1.0,400000.0
1830,2.25,3.0,1.0,572000.0
1350,2.0,3.0,1.0,310000.0
3280,3.5,5.0,2.0,989000.0
2770,2.5,4.0,2.0,685000.0
2770,2.5,4.0,2.0,907500.0
2460,2.5,4.0,2.0,427500.0
4720,3.25,3.0,2.0,860000.0
1250,1.0,2.0,1.0,365000.0
1710,2.0,3.0,2.0,250500.0
1840,1.75,3.0,1.0,411715.0
2000,2.5,4.0,2.0,415000.0
650,1.0,1.0,1.0,129000.0
1020,1.5,3.0,1.0,489000.0
1500,1.0,2.0,1.0,170000.0
2060,2.5,3.0,2.0,418500.0
1810,1.5,3.0,1.0,261000.0
1650,1.75,2.0,1.0,355000.0
1540,3.25,3.0,3.0,742000.0
2080,1.5,3.0,1.0,399950.0
2430,2.25,3.0,2.0,791000.0
1750,2.0,5.0,1.0,190000.0
1770,1.75,3.0,1.0,229500.0
1710,2.5,3.0,2.0,539000.0
2740,2.25,4.0,2.0,549000.0
2730,2.5,5.0,1.0,545000.0
2437,2.5,3.0,2.0,285000.0
3290,2.5,4.0,2.0,648000.0
2910,3.5,4.0,2.0,610000.0
1630,2.0,3.0,1.0,767450.0
4410,3.0,4.0,2.0,765000.0
1780,2.5,3.0,3.0,586500.0
1540,3.25,3.0,2.0,520000.0
1420,1.75,3.0,3.0,455000.0
2680,2.5,3.0,1.0,653000.0
1750,2.0,3.0,1.0,279950.0
2170,2.5,3.0,2.0,449950.0
2390,2.75,3.0,1.0,565000.0
2400,2.25,4.0,1.5,620000.0
1690,1.0,3.0,1.0,269000.0
3250,3.5,3.0,2.0,875000.0
4610,3.75,4.0,1.0,630000.0
2440,2.75,4.0,2.0,425000.0
1290,1.75,3.0,1.0,647500.0
2000,1.0,4.0,1.5,450000.0
1050,1.0,3.0,1.0,440000.0
2340,2.5,4.0,2.0,445000.0
2210,2.25,4.0,2.0,530000.0
2920,2.5,5.0,2.0,875000.0
3150,2.75,3.0,2.0,685000.0
3590,3.5,3.0,2.0,798000.0
1910,2.5,4.0,2.0,297500.0
3110,2.75,4.0,2.0,749950.0
2440,3.0,5.0,1.0,495000.0
1330,2.25,4.0,1.5,540000.0
1460,1.75,3.0,1.0,395000.0
5180,4.75,5.0,2.0,1075000.0
1150,2.5,2.0,2.0,214100.0
1920,1.5,4.0,1.0,210000.0
2520,2.5,3.0,1.5,499500.0
970,1.0,2.0,1.0,546000.0
2490,2.5,5.0,1.0,292000.0
1680,2.0,3.0,1.0,289000.0
1150,1.0,3.0,1.0,240000.0
1980,3.0,4.0,1.0,395000.0
2070,2.25,4.0,1.0,795000.0
5660,4.25,4.0,2.0,955000.0
2420,2.75,4.0,1.0,725000.0
2610,2.5,4.0,2.0,335000.0
2810,3.75,4.0,2.0,492000.0
1510,2.5,3.0,1.0,250000.0
1910,1.75,3.0,1.0,700000.0
1700,1.75,3.0,1.5,545000.0
2020,2.75,4.0,1.0,555000.0
2340,1.75,3.0,1.0,640000.0
1463,2.0,3.0,3.0,390000.0
1430,1.0,3.0,1.0,466500.0
1180,1.5,3.0,1.0,372500.0
1610,2.5,3.0,2.0,255000.0
1480,2.5,3.0,2.0,466800.0
2670,2.5,3.0,2.0,749000.0
1830,1.75,4.0,2.0,610000.0
920,1.0,2.0,1.0,356000.0
1150,1.0,3.0,1.0,165000.0
1190,1.0,2.0,1.0,229000.0
4160,3.25,4.0,2.0,530000.0
2370,2.5,3.0,2.0,499950.0
1660,1.75,4.0,1.5,619000.0
1480,2.5,3.0,1.0,547000.0
2390,2.5,4.0,2.0,359800.0
1690,3.5,3.0,2.0,499000.0
1010,1.0,3.0,1.0,189000.0
3500,3.5,4.0,2.0,799000.0
2330,2.75,4.0,1.0,257000.0
1890,1.5,3.0,1.0,270000.0
2000,1.75,4.0,1.0,453500.0
1130,1.0,3.0,1.0,237000.0
1670,1.75,4.0,1.0,456000.0
2600,2.5,3.0,2.0,355500.0
1560,1.75,4.0,1.0,299950.0
1170,2.0,3.0,1.0,335000.0
2100,2.5,4.0,2.0,268500.0
1710,2.25,3.0,1.0,385000.0
2420,2.75,4.0,2.0,376000.0
1370,2.0,4.0,2.0,605004.0
2660,2.0,4.0,1.5,886000.0
2260,2.5,4.0,2.0,560000.0
2070,2.5,4.0,2.0,343000.0
1500,1.0,3.0,1.0,270000.0
2658,2.5,4.0,2.0,411605.0
2700,2.5,4.0,2.0,550000.0
1530,2.25,3.0,2.0,465000.0
1480,2.5,3.0,2.0,584000.0
1390,3.0,3.0,2.0,275000.0
1660,2.5,3.0,2.0,324500.0
2050,2.5,3.0,2.0,700000.0
1550,1.0,4.0,1.5,385200.0
1900,2.25,4.0,1.0,270000.0
2820,2.5,4.0,2.0,735000.0
1490,1.5,2.0,1.0,389250.0
1750,1.5,3.0,1.0,315000.0
2040,2.5,4.0,2.0,545000.0
1900,1.5,3.0,1.5,550000.0
1910,1.75,3.0,1.0,415000.0
1560,1.0,3.0,1.0,387500.0
1470,1.75,3.0,1.0,432000.0
2700,2.5,3.0,1.0,402000.0
3450,3.25,4.0,2.0,1035000.0
1970,2.0,3.0,1.0,294700.0
2670,2.5,3.0,2.0,744000.0
2550,2.5,3.0,2.0,715000.0
1720,1.0,4.0,1.5,500000.0
2170,1.5,3.0,1.0,1150000.0
2840,2.5,4.0,2.0,650000.0
3270,2.75,4.0,2.0,435000.0
1480,1.75,3.0,1.0,510000.0
2440,2.75,5.0,1.0,525000.0
2880,2.75,4.0,1.5,920000.0
1730,1.0,2.0,1.0,200000.0
1260,1.0,2.0,1.5,435000.0
2230,2.0,4.0,1.5,809950.0
2050,1.75,4.0,1.0,455000.0
2030,2.5,3.0,2.0,471000.0
810,1.0,2.0,1.0,253500.0
1840,1.0,3.0,1.0,185000.0
1730,1.5,3.0,2.0,535500.0
2280,2.0,2.0,1.0,835000.0
2630,2.5,4.0,2.0,589500.0
2270,2.25,3.0,1.0,680000.0
1020,1.75,3.0,1.5,360000.0
1990,2.5,4.0,2.0,595000.0
2680,2.5,4.0,2.0,300000.0
1980,1.75,3.0,1.5,660000.0
2400,2.5,3.0,2.0,570000.0
780,1.0,2.0,1.0,285000.0
980,2.0,3.0,1.0,435000.0
1210,1.0,3.0,1.0,160000.0
4600,2.5,5.0,1.0,805000.0
1480,2.5,3.0,2.0,450000.0
1320,1.5,4.0,1.0,510000.0
4400,2.75,5.0,1.0,1120000.0
2260,2.0,3.0,1.0,539000.0
1880,2.0,4.0,2.0,407193.0
1370,1.75,3.0,1.0,320000.0
2720,3.0,4.0,2.0,739000.0
1740,1.75,2.0,1.0,452000.0
2560,2.5,4.0,2.0,600000.0
2690,2.5,5.0,2.0,279000.0
3240,3.0,4.0,2.0,895000.0
2430,2.5,4.0,2.0,585000.0
1405,2.0,2.0,2.0,405000.0
3030,2.75,5.0,2.0,837219.0
4150,2.5,4.0,2.0,969990.0
1730,3.0,3.0,3.0,490000.0
3820,2.5,6.0,1.0,611000.0
3070,2.5,4.0,2.0,462000.0
1780,2.5,4.0,2.0,540000.0
1811,2.5,4.0,2.0,260000.0
2450,2.25,4.0,2.0,510000.0
2300,2.5,3.0,2.0,567500.0
1440,1.0,2.0,1.0,445000.0
2370,2.25,4.0,2.0,684680.0
1300,1.0,3.0,1.5,455000.0
2870,3.0,5.0,2.0,540000.0
3400,2.75,3.0,2.0,530000.0
1410,1.0,3.0,1.0,410000.0
1640,1.75,3.0,1.0,450000.0
3190,2.5,4.0,2.0,609900.0
2380,2.5,4.0,2.0,648000.0
2260,2.5,3.0,2.0,550000.0
1240,1.75,3.0,1.0,347000.0
1860,1.5,3.0,1.0,288350.0
2850,2.5,3.0,1.0,1150000.0
2470,3.0,3.0,2.0,525000.0
2210,2.25,3.0,2.0,250250.0
1920,1.75,4.0,1.0,341000.0
3150,3.0,4.0,2.0,700000.0
2700,1.75,4.0,1.5,390000.0
2190,2.25,3.0,1.0,539950.0
1380,2.5,2.0,3.0,552000.0
2520,1.5,5.0,1.5,250000.0
1300,1.75,3.0,1.0,502000.0
2220,1.75,4.0,2.0,480000.0
730,1.0,2.0,1.0,378500.0
2670,2.5,3.0,2.0,605000.0
1980,2.5,4.0,2.0,307550.0
740,1.0,2.0,1.0,304700.0
2050,1.75,3.0,1.0,568000.0
1230,1.75,3.0,1.0,385000.0
1210,2.5,3.0,3.0,345000.0
1890,2.25,3.0,1.0,435000.0
1870,2.0,2.0,1.0,579000.0
1330,1.75,3.0,1.0,236000.0
1590,2.0,3.0,1.0,305100.0
1710,1.75,3.0,1.0,368000.0
1200,1.0,2.0,1.0,255000.0
1140,1.0,2.0,1.0,400000.0
2240,1.75,3.0,1.0,440000.0
920,1.0,2.0,1.0,417000.0
800,1.0,2.0,1.0,435000.0
1980,2.75,4.0,1.0,475000.0
2800,2.5,4.0,2.0,563500.0
1680,2.25,3.0,2.0,285000.0
2330,2.5,4.0,2.0,471000.0
2240,1.75,4.0,1.5,500000.0
2140,2.5,3.0,2.0,640000.0
2170,2.5,4.0,2.0,442500.0
1150,1.5,3.0,1.0,213400.0
2030,2.5,4.0,1.5,831000.0
1350,2.0,3.0,1.0,325000.0
910,1.0,2.0,1.0,425000.0
2700,2.5,4.0,1.0,550000.0
3730,3.5,4.0,2.0,599950.0
2050,3.25,4.0,2.0,750000.0
2390,3.0,4.0,2.0,290000.0
1990,2.75,4.0,1.0,270000.0
1300,1.75,4.0,1.0,229950.0
1330,1.0,3.0,1.0,234999.0
1000,1.0,2.0,1.0,265000.0
2190,2.75,4.0,2.0,367300.0
1380,1.75,3.0,1.5,550000.0
2610,2.5,4.0,2.0,743700.0
1060,1.75,2.0,2.0,352750.0
710,1.0,2.0,2.0,403950.0
2730,2.5,4.0,1.5,980000.0
2470,1.75,4.0,2.0,585000.0
1760,1.75,3.0,1.0,554000.0
1530,2.5,3.0,2.0,546000.0
1610,1.75,2.0,1.5,280000.0
1030,2.0,2.0,1.0,212500.0
2800,2.5,4.0,2.0,739000.0
1310,2.0,3.0,1.0,428000.0
3160,2.25,4.0,1.0,965000.0
2500,3.0,3.0,2.0,364900.0
2070,1.5,3.0,1.0,559000.0
1980,1.75,4.0,1.0,213000.0
2590,2.5,3.0,2.0,620000.0
1910,1.0,4.0,1.5,240000.0
2630,2.5,3.0,1.0,852500.0
2630,2.5,3.0,2.0,600000.0
1960,2.5,3.0,2.0,410000.0
1440,1.75,3.0,2.0,328000.0
2210,1.75,3.0,1.0,625000.0
2350,2.5,4.0,2.0,649950.0
1590,1.0,3.0,1.5,235000.0
1500,3.5,3.0,2.0,489000.0
1900,2.5,3.0,2.0,536000.0
2370,3.5,4.0,2.5,400000.0
1720,2.5,3.0,2.0,398000.0
2020,1.5,4.0,1.0,379000.0
1340,1.5,2.0,2.0,345000.0
1800,2.5,3.0,2.0,365000.0
1480,2.5,3.0,2.0,315000.0
2750,2.0,4.0,1.5,571000.0
3760,4.0,5.0,2.0,1025000.0
2540,2.75,3.0,2.0,695000.0
1760,1.75,3.0,1.0,225000.0
3000,2.5,3.0,2.0,740000.0
1930,2.5,4.0,2.0,315000.0
860,1.0,2.0,1.0,420000.0
1420,1.75,3.0,1.0,310000.0
2080,2.0,3.0,1.0,700000.0
1560,2.5,3.0,2.0,269000.0
1960,2.5,4.0,2.0,369990.0
1620,2.25,3.0,2.0,800000.0
3670,3.0,5.0,1.0,569000.0
1930,1.5,6.0,1.0,175000.0
1290,1.5,3.0,3.0,440000.0
1970,2.25,5.0,1.0,435000.0
1540,1.75,3.0,1.0,345000.0
2180,2.0,4.0,1.0,558000.0
1490,1.75,2.0,1.0,475000.0
2220,2.0,3.0,2.0,490000.0
2430,1.75,3.0,1.0,335000.0
1392,0.75,2.0,1.5,350000.0
1120,1.0,4.0,1.0,100000.0
1390,1.0,4.0,1.5,417500.0
2040,1.75,3.0,1.0,253000.0
3020,2.5,4.0,2.0,490000.0
2290,1.75,3.0,1.0,470000.0
